Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Currency,EURO Price,Country,City
44999,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.4,2.46,GRP,164,EUR,44999,Germany, Kieler Bucht mit Fehmarn 
44999,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,105,EUR,44999,Germany, Bayern 
44990,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1988,12.8,4.25,GRP,153,EUR,44990,Germany, Verkaufshafen Brandenburg-Plaue
44990,Sport Boat,Rinker power boats,Unleaded,2006,7.56,2.59,GRP,105,EUR,44990,Germany, Brandenburg
44980,Cabin Boat,Rodman power boats,"Used boat,Diesel",2005,8.9,3.05,GRP,239,EUR,44980,Germany, Bochum
44950,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,34,EUR,44950,Germany, Niedersachsen 
44900,Sport Boat,Marinello power boats,new boat from stock,2015,6.8,2.49,GRP,130,EUR,44900,Germany, Hock Boote
44900,Flybridge,Storebro power boats,"Used boat,Diesel",1980,9,3,GRP,144,EUR,44900,Croatia , Kvarner
44900,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2003,8.48,2.77,GRP,187,EUR,44900,Slovenia , Portorose
44900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,7.15,2.5,GRP,76,EUR,44900,Italy, Dormelletto 
44900,Fishing Boat,Riva Bertram power boats,"Used boat,Unleaded",1978,7.54,2.9,GRP,178,EUR,44900,Spain, Mallorca 
44900,Pilothouse,Polar Boats power boats,"Used boat,Unleaded",1994,9.05,3,GRP,102,EUR,44900,Germany, Berlin 
48000,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1993,10.62,3.35,GRP,312,CHF,48480,Switzerland, Lake Constance 
48000,Sport Boat,Crownline power boats,"Used boat,Unleaded",1999,8.15,2.59,GRP,486,CHF,48480,Switzerland, Lake of Zurich 
44500,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.94,2.4,GRP,41,EUR,44500,Germany, Bayern 
44500,Trawler,Proficiat power boats,Used boat,1992,9.7,3.1,Steel,102,EUR,44500,Netherlands, In verkoophaven
44500,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.48,2.53,PVC,68,EUR,44500,France," GRANVILLE, France"
44499,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.02,2.34,GRP,110,EUR,44499,Germany, Kieler Bucht mit Fehmarn 
44490,Bowrider,Buster power boats,"new boat from stock,Unleaded",2020,6.05,2.2,Aluminium,180,EUR,44490,Germany, Ostsee 
48060,Pilothouse,Finnmaster power boats,new boat from stock,2018,6.9,2.59,GRP,181,CHF,48540.6,Switzerland, Neuenburgersee 
47900,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,5.1,2.4,Wood,265,CHF,48379,Switzerland, Lago Maggiore 
47900,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2020,6.74,2.46,GRP,274,CHF,48379,Switzerland, Lake Constance 
44290,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,43,EUR,44290,Germany, Bayern 
47500,Fishing Boat,Selva power boats,"new boat from stock,Unleaded",2020,6.5,2.38,GRP,176,CHF,47975,Switzerland, Lake Constance 
44200,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.2,2.5,GRP,117,EUR,44200,Italy, Lake Garda 
44190,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,6.94,2.48,PVC,59,EUR,44190,France," LA ROCHELLE, France"
44125,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.8,2.5,PVC,70,EUR,44125,Spain," MaÃ³-MahÃ³n, Espagne"
44000,Fishing Boat,Riva power boats,"Used boat,Unleaded",1976,10.45,3.43,GRP,75,EUR,44000,Italy, Mar Tirreno
43900,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,39,EUR,43900,Germany, Bayern 
43900,Cabin Boat,Maxum power boats,"Used boat,Unleaded",2002,7.6,2.44,GRP,206,EUR,43900,Germany, Bayern 
43900,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2016,7.5,2.5,PVC,122,EUR,43900,France," SAINT-RAPHAEL, France"
39950,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2008,8.36,2.95,PVC,74,Â£ ,39950,United Kingdom ," Ardrossan, Ardrossan"
43845,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2019,7,2,Aluminium,152,EUR,43845,Portugal," Parchal, Portugal"
39950,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2008,7.32,2.59,PVC,139,Â£ ,39950,United Kingdom ," Lincoln, Lincoln"
43800,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2008,8.25,2.94,PVC,88,EUR,43800,France," Saint-Gilles-Croix-de-Vie, France"
43690,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.48,2.53,GRP,61,EUR,43690,Austria, Wiener Neustadt
43673,Sport Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.36,2.55,GRP,84,EUR,43673,Germany, BÃ¶nningstedt
46800,Cabin Boat,BÃ©nÃ©teau power boats,"Display Model,Diesel",2011,6.5,2.59,GRP,197,CHF,47268,Switzerland, Brienzersee 
43500,Deck Boat,Moonday power boats,new boat from stock,2019,6.98,2.34,GRP,46,EUR,43500,Netherlands, Lemmer
43500,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.86,2.52,PVC,54,EUR,43500,France," LA ROCHELLE, France"
43367,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.33,2.23,PVC,87,EUR,43367,Spain," Hospitalet del Infante, Hospitalet del Infante"
39500,Cabin Boat,Aquastar power boats,"Used boat,Diesel",1997,8.23,2.75,PVC,120,Â£ ,39500,France," Saint Malo, Saint Malo"
43302,Runabout,Futuro power boats,"Display Model,Unleaded",2020,5.5,2,Aluminium,140,EUR,43302,Germany, Lake Constance 
46740,Sport Boat,Idea Marine power boats,"new boat from stock,Unleaded",2020,5.65,2.35,GRP,169,CHF,47207.4,Switzerland, Lago Maggiore
43200,Bowrider,Capelli power boats,"new boat from stock,Unleaded",2020,6.05,2.3,GRP,123,EUR,43200,Germany, Bayern 
46700,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.75,2.54,GRP,150,CHF,47167,Switzerland, Lake Constance 
46638,Sport Boat,Yamarin power boats,new boat from stock,2020,6.3,2.35,GRP,250,CHF,47104.38,Switzerland, Lake of Zurich 
46611,Sport Boat,Alfastreet Marine power boats,"new boat from stock,Unleaded",2018,5.4,2.2,GRP,226,CHF,47077.11,Switzerland, Lake of Zurich 
43000,Sport Boat,Jeanneau power boats,"Used boat,Diesel",2008,8,2,GRP,166,EUR,43000,Croatia , Dalmatia
39200,Deck Boat,Jeanneau power boats,new boat from stock,2020,6.58,2.46,PVC,38,Â£ ,39200,United Kingdom ," Burton Waters, Burton Waters"
42980,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,5.7,2.26,GRP,115,EUR,42980,Germany, Mecklenburg-Vorpommern 
42950,Motor Yacht,Broom power boats,"Used boat,Diesel",1976,11.8,3.6,GRP,247,EUR,42950,Germany, Nordrhein-Westfalen 
42950,Launch,Primeur power boats,Used boat,2019,6.95,2.55,GRP,81,EUR,42950,Netherlands, In verkoophaven
42900,Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,5.65,2.26,GRP,50,EUR,42900,Germany, Bayern 
42900,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1997,9.58,2.92,GRP,267,EUR,42900,Germany, Brandenburg 
42900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,9.18,3.13,PVC,150,EUR,42900,France," Brest, France"
42900,Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,5.65,2.3,GRP,127,EUR,42900,Germany, Bayern 
42800,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.48,2.46,GRP,54,EUR,42800,Germany, Niedersachsen 
46088,Sport Boat,VBoats power boats,"new boat from stock,Unleaded",2020,7.13,2.46,Aluminium,222,CHF,46548.88,Switzerland, Bouveret
46000,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2002,8.55,2.59,GRP,363,CHF,46460,Switzerland, Murtensee 
42500,Cabin Boat,Marco Yachts power boats,Used boat,2000,9,3.05,GRP,108,EUR,42500,Netherlands, In verkoophaven
42500,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,7.23,2.78,PVC,60,EUR,42500,France," BREST, France"
42500,Pilothouse,Quicksilver power boats,"Used boat,Diesel",2015,7.3,2.78,GRP,82,EUR,42500,Germany, Berlin 
42500,Sport Boat,IRON power boats,new boat on order,2020,7.67,2.44,GRP,49,EUR,42500,Germany, Kiel
42500,Trawler,Haber power boats,Used boat,2008,8,2.5,GRP,102,EUR,42500,Netherlands, In verkoophaven
42046,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6.1,2.52,PVC,41,EUR,42046,Spain," Palma, Espagne"
42000,Sport Boat,Raffaelli power boats,"Used boat,Diesel",1982,9.6,3,GRP,29,EUR,42000,Italy, Toscana 
42000,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2003,7.87,2.59,GRP,129,EUR,42000,Germany, INFO DD-YACHTING
42000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2005,8.57,2.85,GRP,99,EUR,42000,Italy, Gardasee
42000,Motor Yacht,Maxum power boats,"Used boat,Unleaded",2005,8.56,2.87,GRP,170,EUR,42000,Slovenia , Croatia
42000,Cabin Boat,Glastron power boats,"Used boat,Unleaded",2007,7.57,2.59,GRP,128,EUR,42000,Italy," Lombardy, Soiano del Lago"
42000,Pontoon Boat,Pro-Line power boats,"Used boat,Unleaded",2007,7.01,2.62,GRP,60,EUR,42000,Italy, Lazio 
42000,Sport Boat,Cranchi power boats,"Used boat,Diesel",1999,8.45,2.94,GRP,125,EUR,42000,Spain, Alicante
42000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,9.18,3.1,PVC,71,EUR,42000,France," LORIENT, LORIENT"
42000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,7.6,2.75,PVC,61,EUR,42000,France," ANTIBES, ANTIBES"
42000,Motor Yacht,Riva power boats,Used boat,1981,12.18,3.85,GRP,244,EUR,42000,Italy, Liguria 
42000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2006,8.57,2.88,GRP,109,EUR,42000,Italy," Lombardy, Soiano del Lago"
42000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.18,3.1,PVC,45,EUR,42000,France," Lorient, France"
42000,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2003,8.22,2.59,PVC,137,EUR,42000,France," MANCHE, France"
42000,Fishing Boat,Tiara power boats,"Used boat,Unleaded",1990,9.6,3,GRP,170,EUR,42000,Italy, Veneto 
42000,"Sport Boat,Wakeboard/Wakesurf",Yamaha power boats,"Used boat,Unleaded",2013,7.36,2.5,Carbon Fiber,136,EUR,42000,Poland, WARSZAWA
41999,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.74,2.55,GRP,112,EUR,41999,Germany, Kieler Bucht mit Fehmarn 
41990,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2018,6.5,2.43,PVC,51,EUR,41990,France," Dinard, France"
41950,Sport Boat,Clear power boats,"Used boat,Unleaded",2017,6.15,2.27,GRP,84,EUR,41950,Germany, Lake Constance 
45000,Cabin Boat,Smartboat power boats,"Used boat,Unleaded",2013,6.99,2.54,GRP,292,CHF,45450,Switzerland, Lake Geneva 
45000,"Motor Yacht,Sport Boat",Sea Ray power boats,"Used boat,Unleaded",1995,8.53,3.2,GRP,513,CHF,45450,Switzerland, Bielersee 
45000,"Sport Boat,Wakeboard/Wakesurf,Water ski",Sigrist power boats,"Used boat,Unleaded",1973,5.6,2.1,Wood,567,CHF,45450,Switzerland, Lake Geneva 
44900,Motor Yacht,Ocqueteau power boats,"new boat from stock,Unleaded",2019,6.2,2.45,GRP,152,CHF,45349,Switzerland, Lake Geneva 
41500,Motor Yacht,Rio power boats,"Used boat,Diesel",1998,9.5,3.3,GRP,159,EUR,41500,Italy, Veneto 
41500,Sport Boat,Sea Ray power boats,"Used boat,Diesel",1996,8,2,GRP,154,EUR,41500,Croatia , Istra
41500,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6.5,2.4,PVC,64,EUR,41500,France," LORIENT, LORIENT"
41500,Classic,WeiBo power boats,"Display Model,Unleaded",2018,7.6,1.95,Wood,118,EUR,41500,Switzerland, Lake Constance 
41500,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.02,2.34,GRP,99,EUR,41500,Germany, Kieler Bucht mit Fehmarn 
41500,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,5.94,2.29,GRP,121,EUR,41500,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt
41500,"Sport Boat,Wakeboard/Wakesurf",MasterCraft power boats,"Used boat,Unleaded",2008,6.4,2.59,Carbon Fiber,507,EUR,41500,Poland, Warszawa
41500,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2016,6.55,2.54,PVC,133,EUR,41500,France," SAINT CYPRIEN, France"
41500,Pilothouse,Jeanneau power boats,Used boat,2016,6.55,2.54,PVC,88,EUR,41500,France," SAINT CYPRIEN, France"
41467,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.52,2.4,PVC,45,EUR,41467,France," Vaux-sur-Seine, France"
41395,Motor Yacht,Parker power boats,new boat from stock,2018,6.45,2.45,GRP,101,EUR,41395,Germany, Nordrhein-Westfalen 
44570,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.75,2.4,GRP,99,CHF,45015.7,Switzerland, Luganersee 
44500,Fishing Boat,Flipper power boats,"Used boat,Unleaded",2007,6.3,2.4,GRP,242,CHF,44945,Switzerland, VierwaldstÃ¤ttersee 
44000,Sport Boat,Scarani power boats,"Used boat,Unleaded",2015,6.9,2.42,GRP,686,CHF,44440,Switzerland, Lake Constance 
41000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1999,9.69,3.07,GRP,51,EUR,41000,Italy, Liguria 
41000,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.43,PVC,35,EUR,41000,France," les sables d olonne, les sables d olonne"
41000,Trawler,Hollandia power boats,Used boat,1968,11.8,3.6,Steel,133,EUR,41000,Netherlands, Brielle
41000,"Bowrider,Sport Boat,Wakeboard/Wakesurf",Regal power boats,"Used boat,Unleaded",2014,6.4,2.59,Carbon Fiber,418,EUR,41000,Poland, Warszawa
41000,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.43,PVC,94,EUR,41000,France," SAINT GILLES CROIX DE VIE, SAINT GILLES CROIX DE V"
40000,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2007,9.2,2.59,GRP,321,EUR,40000,Italy, Mar Tirreno
40000,Motor Yacht,Sealine power boats,Used boat,1991,10.6,3.5,GRP,112,EUR,40000,Spain, Mallorca 
40000,Pilothouse,Sealine power boats,"Used boat,Unleaded",1995,9.6,3.25,GRP,311,EUR,40000,Germany, Baden-WÃ¼rttemberg 
40000,Pilothouse,Rodman power boats,"Used boat,Diesel",2002,8.4,3.05,PVC,36,EUR,40000,France," 29200 BREST, France"
40000,Motor Yacht,Four Winns power boats,Used boat,2006,8.7,2.59,GRP,134,EUR,40000,Croatia , onbekend
40000,Fishing Boat,Rhea power boats,"Used boat,Diesel",2004,7.48,2.8,GRP,193,EUR,40000,Italy, Lazio 
40000,Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1992,11.04,3.64,GRP,111,EUR,40000,Italy, Liguria 
40000,Center console boat,Saver power boats,"Used boat,Unleaded",2014,6.95,2.55,PVC,95,EUR,40000,France," Menton, France"
40000,Sport Boat,Sealine power boats,"Used boat,Diesel",1999,8,3,GRP,74,EUR,40000,Croatia , ITALY- nord
40000,Flybridge,Italcraft power boats,"Used boat,Diesel",1983,10.31,3.5,GRP,122,EUR,40000,Italy, Mar Tirreno
40000,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.86,2.48,PVC,27,EUR,40000,France," Dunkerque, France"
40000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2006,8.25,2.94,GRP,75,EUR,40000,Italy, Mar Tirreno
40000,Motor Yacht,VZ Cantiere Nautico power boats,"Used boat,Diesel",1981,15.5,4.7,Wood,636,EUR,40000,Italy, Veneto 
40000,"Sport Boat,Water ski",Galeon power boats,"Used boat,Unleaded",2014,6.19,2.48,GRP,408,EUR,40000,Germany, Mecklenburg-Vorpommern 
40000,Motor Yacht,Larson power boats,"Used boat,Unleaded",2004,8.38,2.7,GRP,256,EUR,40000,Austria, Donau 
40000,Flybridge,Gibert Marine power boats,"Used boat,Diesel",1991,9.58,3.32,GRP,210,EUR,40000,France, CÃ´te d'Azur 
40000,Motor Yacht,Pedro power boats,"Used boat,Diesel",1978,11.97,3.27,Steel,427,EUR,40000,Germany, Elbe 
39999,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,99,EUR,39999,Germany, Kieler Bucht mit Fehmarn 
39900,Cabin Boat,Marinello power boats,new boat from stock,2018,7.65,2.55,GRP,251,EUR,39900,Germany, Bayern 
39900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,9.18,3.13,PVC,74,EUR,39900,France," MATIGNON, France"
39900,Sport Boat,Nordkapp power boats,"Used boat,Unleaded",2018,6.06,2.2,GRP,178,EUR,39900,Germany, Nordrhein-Westfalen 
39900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6.5,2.4,PVC,78,EUR,39900,France," PORT LEUCATE, PORT LEUCATE"
39900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.5,2.53,PVC,51,EUR,39900,France," 56170 QUIBERON, 56170 QUIBERON"
39900,Center console boat,Fiberline power boats,"Display Model,Unleaded",2019,6.04,2.38,GRP,77,EUR,39900,Germany, Bayern 
39900,Mega Yacht,Dacapo power boats,"Used boat,Diesel",1991,9,3.05,GRP,518,EUR,39900,Germany, Flensburger FÃ¶rde 
39900,Bowrider,Larson power boats,"Used boat,Unleaded",2015,7.03,2.54,GRP,200,EUR,39900,Germany, Bayern 
39900,Sport Boat,Silver power boats,"Used boat,Unleaded",2015,6.5,2.4,Aluminium,121,EUR,39900,Germany, Baden-WÃ¼rttemberg 
39900,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,5.79,2.46,PVC,43,EUR,39900,France," Le Havre, France"
39900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,26,EUR,39900,France," SAINT GILLES CROIX DE VIE, France"
39900,Flybridge,Sealine power boats,"Used boat,Diesel",1991,10.36,3.21,GRP,166,EUR,39900,Croatia , INFO DD-YACHTING KROATIEN
39900,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.96,2.26,PVC,46,EUR,39900,France," PORT LEUCATE, France"
39900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,61,EUR,39900,France," LES SABLES OLONNE, France"
39900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.23,PVC,40,EUR,39900,France," MARTIGUES, France"
39900,Cabin Boat,Jeanneau power boats,"new boat on order,Unleaded",2020,6.19,2.46,GRP,99,EUR,39900,Germany, Bayern 
39900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.5,2.43,PVC,134,EUR,39900,France," LORIENT, France"
39900,Cabin Boat,Skagerrak power boats,Used boat,2002,7.2,2.7,GRP,63,EUR,39900,Netherlands, In verkoophaven
39900,Sport Boat,Sea Ray power boats,"new boat on order,Unleaded",2017,6,2.55,GRP,171,EUR,39900,Austria, Linz
39900,Launch,Interboat DE power boats,Used boat,2016,6.8,2.55,GRP,99,EUR,39900,Netherlands, In verkoophaven
39500,Motor Yacht,Cruisers Yachts power boats,Used boat,2004,9.5,3.05,GRP,135,EUR,39500,Netherlands," Verkoophaven Flevostrand Molecatenpark, ""Zuiderzee"
39500,Deck Boat,Moonday power boats,new boat from stock,2019,6.42,2.27,GRP,40,EUR,39500,Netherlands, Lemmer
39500,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,6.4,2.5,PVC,38,EUR,39500,France," PORNICHET, PORNICHET"
39500,Working Boat,Linder power boats,"new boat from stock,Electric",2019,4.51,1.75,Aluminium,46,EUR,39500,Germany," Boote Jochum, MÃ¼nchen"
39500,Motor Yacht,Schottel power boats,Used boat,1965,12,3.6,Steel,103,EUR,39500,Netherlands, Burgum
39500,"Cabin Boat,Hardtop,Sport Boat",Bazzerla power boats,"Used boat,Unleaded",2006,9.2,2.9,GRP,461,EUR,39500,Italy, Veneto 
39500,Motor Yacht,Princess power boats,"Used boat,Diesel",1987,8.64,3.26,PVC,96,EUR,39500,France," Marseille, France"
39500,Trawler,Adventure power boats,Used boat,1992,10,3.35,Steel,155,EUR,39500,Netherlands, In verkoophaven
39500,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2012,7.7,2.78,PVC,106,EUR,39500,France," Arzon, France"
39500,Trawler,Proficiat power boats,Used boat,1980,10.5,3.3,Steel,140,EUR,39500,Netherlands, In verkoophaven
39500,Motor Yacht,Marine Projects power boats,"Used boat,Diesel",1990,9.5,3.5,GRP,288,EUR,39500,Germany, Schleswig-Holstein 
35950,Sport Boat,Regal power boats,"Used boat,Unleaded",2006,7.62,2.5,PVC,124,Â£ ,35950,United Kingdom ," Lincoln, Lincoln"
39390,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.6,2.45,GRP,83,EUR,39390,Germany, Gersthofen - Augsburg
42500,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2005,6.96,2.55,GRP,585,CHF,42925,Switzerland, Bielersee 
39151,Pilothouse,Jeanneau power boats,new boat on order,2020,7.93,2.8,GRP,69,EUR,39151,Germany, BÃ¶nningstedt / Werft
39000,Sport Boat,Windy power boats,"Used boat,Unleaded",1996,9.25,3.2,Wood,192,EUR,39000,France," DIENVILLE, DIENVILLE"
39000,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2018,6,2,PVC,63,EUR,39000,France," Rixheim, France"
39000,Motor Yacht,Sessa power boats,Used boat,2007,8.3,2.7,GRP,120,EUR,39000,Croatia , onbekend
39000,Pilothouse,Marex power boats,"Used boat,Diesel",2004,8.95,2.8,GRP,197,EUR,39000,Croatia , INFO DD-YACHTING
39000,Cabin Boat,Menorquin power boats,"Used boat,Diesel",1999,8.85,3.18,Wood,89,EUR,39000,France," Ajaccio, France"
39000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",1998,9.18,3.1,PVC,97,EUR,39000,France," LA GRANDE MOTTE, LA GRANDE MOTTE"
39000,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,8.88,3.19,GRP,112,EUR,39000,Italy, Veneto 
39000,Pilothouse,Rodman power boats,"Used boat,Diesel",2006,8.61,2.98,PVC,133,EUR,39000,France," LA GRANDE MOTTE, France"
39000,Pilothouse,Quicksilver power boats,Used boat,2013,7.39,2.79,PVC,136,EUR,39000,France," La ForÃªt-Fouesnant, France"
