Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Currency,EURO Price,Country,City
55555,Sport Boat,Skibsplast power boats,"Used boat,Unleaded",2008,6.85,2.49,GRP,370,CHF,56110.55,Switzerland, Bielersee 
51290,Bowrider,Finnmaster power boats,"new boat from stock,Unleaded",2020,6.39,2.29,GRP,129,EUR,51290,Germany, Ostsee 
55000,Pilothouse,Proficiat power boats,"Used boat,Diesel",1985,9.5,2.97,Steel,261,CHF,55550,Switzerland, Lake Geneva 
55000,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1990,10.04,3.42,GRP,1386,CHF,55550,Switzerland, Altendorf SZ 
51175,Deck Boat,Parker power boats,"new boat from stock,Unleaded",2020,6.45,2.45,GRP,164,EUR,51175,Switzerland, Stansstad
51015,Pilothouse,Parker power boats,new boat from stock,2018,7.46,2.55,GRP,166,EUR,51015,Germany, Nordrhein-Westfalen 
51000,Motor Yacht,Ocqueteau power boats,"Used boat,Diesel",2004,9,3.4,PVC,126,EUR,51000,France," Saint Quay Portrieux, France"
50900,Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,6.55,2.48,GRP,113,EUR,50900,Germany,1
55000,Bowrider,Glastron power boats,"Display Model,Unleaded",2020,6.2,2.54,GRP,329,CHF,55550,Switzerland, VierwaldstÃ¤ttersee 
378000,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1987,9.1,3.05,GRP,172,DKK,49140,Denmark, Reese Marin Aabenraa
54900,Bowrider,Formula power boats,"Used boat,Unleaded",2007,8.99,2.8,GRP,257,CHF,55449,Switzerland, Lake Geneva 
54900,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,70,CHF,55449,Switzerland, Le Bouveret 
54900,Fishing Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.6,2.49,GRP,130,CHF,55449,Switzerland, Bouveret
50000,Pilothouse,Starfisher power boats,"Used boat,Diesel",2000,8.4,3.03,GRP,52,EUR,50000,Portugal, Lisbon
50000,Sport Boat,Sessa power boats,"Used boat,Diesel",1999,10.3,3.53,GRP,57,EUR,50000,Italy, Friuli-Venezia Giulia
50000,Fishing Boat,Bertram Yacht power boats,"Used boat,Unleaded",1988,10.06,3.8,GRP,72,EUR,50000,Italy, Sardegna 
50000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2009,7.32,2.59,GRP,110,EUR,50000,Croatia , INFO DD-YACHTING
50000,"Classic,Runabout",Boesch power boats,Used boat,1986,5.9,2,Wood,142,EUR,50000,Croatia , onbekend
50000,Trawler,SAS-Vektor power boats,"Used boat,Diesel",2005,10.8,3.45,GRP,104,EUR,50000,Croatia , Sibenik
50000,Flybridge,Guy Couach power boats,"Used boat,Diesel",1989,9.41,3.62,GRP,41,EUR,50000,Spain, Valencia
50000,Pilothouse,Rhea power boats,"Used boat,Diesel",2007,8.85,2.8,GRP,138,EUR,50000,Italy, Mar Tirreno
50000,Sport Boat,Klase A power boats,"Used boat,Diesel",2004,9.5,3,GRP,141,EUR,50000,Spain, Alicante
50000,Flybridge,Fairline power boats,"Used boat,Diesel",1981,13.3,3.9,PVC,130,EUR,50000,France," BARNEVILLE CARTERET, France"
372000,Sport Boat,Cranchi power boats,Used boat,2006,8.57,2.83,GRP,77,DKK,48360,Netherlands, Holland
50000,Motor Yacht,Hilter power boats,"Used boat,Unleaded",2012,8.4,2.5,GRP,158,EUR,50000,Germany, Raum Kassel
50000,Sport Boat,Zeta Group power boats,"Used boat,Diesel",1999,7.48,2.7,GRP,67,EUR,50000,Italy, Toscana 
50000,Pilothouse,Intermare power boats,"Used boat,Diesel",2001,7.48,2.7,GRP,71,EUR,50000,Italy, Toscana 
50000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,9.79,3.26,GRP,479,EUR,50000,Italy, Lazio 
50000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,10.4,3.11,PVC,172,EUR,50000,France," LORIENT, France"
53990,Sport Boat,Buster power boats,new boat on order,2020,7.2,2.5,Aluminium,107,CHF,54529.9,Switzerland, Safenwil
49900,Motor Yacht,Italmar power boats,Used boat,2007,6.9,2.55,GRP,61,EUR,49900,Germany, Hock Boote
49900,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1989,10.7,3.4,GRP,151,EUR,49900,Germany, Grevenbroich
49900,Sport Boat,Marinello power boats,"Display Model,Unleaded",2016,6.8,2.49,GRP,221,EUR,49900,Germany, Stadtprozelten
49900,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,7.74,2.81,PVC,65,EUR,49900,France," MATIGNON, France"
49900,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,9.79,3.26,GRP,258,EUR,49900,Germany, Nordrhein-Westfalen 
49900,Trawler,Pedro power boats,Used boat,1988,10,3.3,Steel,109,EUR,49900,Netherlands, In verkoophaven
49900,Pilothouse,Parker power boats,"Used boat,Unleaded",2017,6.45,2.45,GRP,111,EUR,49900,Germany, LAMPERTHEIM
49900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.45,PVC,66,EUR,49900,France," ARCACHON, ARCACHON"
49900,Cabin Boat,Quicksilver power boats,"Used boat,Diesel",2003,7.45,2.85,GRP,153,EUR,49900,Germany, LÃ¼becker Bucht
49900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.5,2.53,PVC,44,EUR,49900,France," 56170 QUIBERON, France"
49900,Pontoon Boat,ManÃ² power boats,"Used boat,Unleaded",2009,8.95,3,GRP,108,EUR,49900,Italy, Friuli Venezia Giulia 
49900,Sport Boat,Cranchi power boats,"Used boat,Diesel",2006,8.57,2.83,GRP,89,EUR,49900,Netherlands, NÃ¤he Roermond
49900,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,129,EUR,49900,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt
49900,Sport Boat,Scarab power boats,"new boat on order,Unleaded",2020,5.6,2.2,GRP,62,EUR,49900,Germany, Bayern 
49900,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2008,7.23,2.59,PVC,178,EUR,49900,France," VANNES, France"
49900,Sport Boat,Buster power boats,"new boat from stock,Unleaded",2020,6.05,2.2,Aluminium,49,EUR,49900,Germany, Bayern 
49900,Sport Boat,Hilter power boats,"Display Model,Unleaded",2019,6.6,2.3,GRP,138,EUR,49900,Germany, LÃ¶hne / Gohfeld
49900,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,5.94,2.54,GRP,139,EUR,49900,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt
49900,Sport Boat,Colombo power boats,"Used boat,Unleaded",1987,8.08,2.58,Plastic,247,EUR,49900,Italy, Veneto 
49900,"Cabin Boat,Fishing Boat,Pilothouse",Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,6.55,2.54,GRP,214,EUR,49900,Germany, Schleswig-Holstein 
49560,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,67,EUR,49560,Germany, Niedersachsen 
49529,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,40,EUR,49529,France," PLUNERET, France"
49500,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,8,2,GRP,271,EUR,49500,Croatia , Dalmatia
49500,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,8.95,2.98,GRP,214,EUR,49500,Croatia , INFO DD-YACHTING
49500,Flybridge,Princess power boats,Used boat,1988,10.74,3.68,GRP,149,EUR,49500,Croatia , In verkoophaven
49500,Deck Boat,Moonday power boats,new boat from stock,2019,8.34,2.63,GRP,26,EUR,49500,Netherlands, Lemmer
49500,Pilothouse,Piculjan Marine power boats,"Used boat,Diesel",2000,8,2,GRP,99,EUR,49500,Croatia , Kvarner
49500,Trawler,Steilsteven power boats,Used boat,1923,21.69,4.52,Steel,90,EUR,49500,Netherlands, Sneek
49500,Cabin Boat,Monterey power boats,"Used boat,Unleaded",2005,9.79,3.15,GRP,153,EUR,49500,Portugal, Lisbon 
49500,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2013,8.37,2.98,PVC,70,EUR,49500,France, Cannes Mandelieu
49500,Motor Yacht,Proficiat power boats,Used boat,1996,10.75,3.4,Steel,75,EUR,49500,Netherlands, In verkoophaven
49500,Cabin Boat,Argo power boats,"Used boat,Diesel",1977,11,3.2,Steel,107,EUR,49500,Germany, Brandenburg 
49500,Motor Yacht,Marex power boats,Used boat,2004,8.95,2.8,GRP,349,EUR,49500,Germany, TÃ¶plitz (Werder)
49500,Trawler,Pedro power boats,Used boat,1986,10.6,3.4,Steel,90,EUR,49500,Netherlands, In verkoophaven
49500,Trawler,Pedro power boats,"Used boat,Diesel",1994,9.6,3.2,Steel,113,EUR,49500,Netherlands, Amsterdam
49500,Sport Boat,Cranchi power boats,Used boat,2000,9.1,2.9,GRP,36,EUR,49500,Netherlands, In verkoophaven
49270,Sport Boat,Pacific Craft power boats,"Used boat,Unleaded",2015,6.99,2,PVC,29,EUR,49270,France," CANNES, France"
53060,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.4,GRP,272,CHF,53590.6,Switzerland, Lake Geneva 
53000,Center console boat,Marinello power boats,"new boat from stock,Unleaded",2020,6.8,2.49,GRP,256,CHF,53530,Switzerland, Bielersee 
49000,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14,4.41,GRP,84,EUR,49000,Italy, Adria
49000,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14,4.41,GRP,90,EUR,49000,Italy, Mare Adriatico
49000,Trawler,Menorquin power boats,"Used boat,Diesel",1998,9.75,3.18,GRP,123,EUR,49000,Portugal, Lisbon
49000,Pilothouse,AluForce power boats,new boat from stock,2020,7.4,2.45,Aluminium,164,EUR,49000,Germany, auf Anfrage
49000,Motor Yacht,Akerboom power boats,"Used boat,Diesel",1972,13.3,3.65,Steel,106,EUR,49000,Netherlands, In verkoophaven
49000,Flybridge,Sealine power boats,"Used boat,Diesel",1994,10,3,GRP,190,EUR,49000,Croatia , Istra
49000,Bowrider,Glastron power boats,"Used boat,Unleaded",2018,6.71,2.54,PVC,83,EUR,49000,France," LA GRANDE MOTTE, LA GRANDE MOTTE"
49000,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2014,6.92,2.65,PVC,60,EUR,49000,France," MATIGNON, France"
49000,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1991,8.71,3.3,GRP,77,EUR,49000,Italy, Mar Tirreno
49000,Motor Yacht,Edership power boats,"Used boat,Diesel",1981,11.53,4.02,GRP,110,EUR,49000,Germany, Mosel
49000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2012,7,2,PVC,72,EUR,49000,Portugal," Parchal, Portugal"
49000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,9.29,2.98,GRP,108,EUR,49000,Italy, Mar Tirreno
49000,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.62,2.67,PVC,28,EUR,49000,France," Pornic, France"
49000,Sport Boat,Airon Marine power boats,"Used boat,Diesel",2003,9.78,3.1,PVC,149,EUR,49000,France," Propriano, France"
49000,Sport Boat,Regal power boats,"Used boat,Unleaded",2014,6.7,2.5,Wood,133,EUR,49000,France," DIENVILLE, France"
49000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.18,3.1,PVC,90,EUR,49000,France," paimpol, France"
49000,Classic,Colombo power boats,"Used boat,Unleaded",2009,8.2,2.5,Plastic,235,EUR,49000,Netherlands, Gelderland 
49000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,6.5,2.5,GRP,224,EUR,49000,Germany, Bayern 
52900,Bowrider,Glastron power boats,new boat from stock,2019,6.2,2.54,GRP,143,CHF,53429,Switzerland, Lake Constance 
52900,Bowrider,Tahoe power boats,"new boat on order,Unleaded",2020,6.05,2.38,GRP,194,CHF,53429,Switzerland, Luzern
48900,Sport Boat,Monterey power boats,"Used boat,Unleaded",2003,8.94,2.82,GRP,167,EUR,48900,Italy, Lombardia - Trentino Alto Adige 
48900,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.66,2.55,GRP,68,EUR,48900,Germany, Bayern 
48900,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,109,EUR,48900,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt
48500,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2010,8.15,2.59,GRP,157,EUR,48500,Croatia , Rijeka
48500,Deck Boat,Nimbus power boats,Used boat,1999,7.9,2.65,GRP,92,EUR,48500,Netherlands, In verkoophaven
52000,Motor Yacht,Fjord power boats,"Used boat,Unleaded",1998,9,3.16,GRP,204,CHF,52520,Switzerland, Lake of Zurich 
52000,Cabin Boat,Draco power boats,"Used boat,Unleaded",1989,9,3.12,Carbon Fiber,380,CHF,52520,Switzerland, societe nautique de geneve uniquement pour menbre 
52240,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.81,2.36,GRP,144,CHF,52762.4,Switzerland, Lake Geneva 
52000,Pilothouse,Cantieri Nautici Ferrario power boats,Used boat,2019,6.4,2.34,GRP,114,CHF,52520,Switzerland, Luganersee 
48064,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.43,2.52,PVC,56,EUR,48064,Portugal," Parchal, Portugal"
51900,Sport Boat,AMT power boats,new boat from stock,2018,6.08,2.35,GRP,195,CHF,52419,Switzerland, VierwaldstÃ¤ttersee 
48000,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1999,9.41,2.99,PVC,184,EUR,48000,France," SAINT QUAY PORTRIEUX , SAINT QUAI PORTRIEUX"
48000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",1995,8.69,3.2,GRP,152,EUR,48000,Italy, Mar Tirreno
47999,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,42,EUR,47999,Germany, Bayern 
51880,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,140,CHF,52398.8,Switzerland, Neuenburgersee 
47990,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.4,PVC,111,EUR,47990,Spain, Hospitalet del Infante
47950,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.29,2.36,GRP,151,EUR,47950,Germany, Lake Constance 
47900,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,60,EUR,47900,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt
47800,Motor Yacht,Princess power boats,"Used boat,Diesel",1987,11.6,3.96,GRP,385,EUR,47800,Croatia , Simuni 
51590,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2016,6.25,2.3,GRP,192,CHF,52105.9,Switzerland, Lake of Zurich 
51570,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.76,2.3,GRP,233,CHF,52085.7,Switzerland, Thunersee 
47520,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,127,EUR,47520,Germany, Baden-WÃ¼rttemberg 
47500,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2006,7.43,2.95,GRP,101,EUR,47500,Croatia , onbekend
47500,"Cabin Boat,Pilothouse",BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.4,2.85,GRP,269,EUR,47500,France, Languedoc Roussillon 
47500,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1979,5.8,2.05,Wood,566,EUR,47500,Germany, Lake Constance 
47500,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,9.1,3.05,GRP,153,EUR,47500,Germany, Rostock
47500,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2008,9.14,2.78,GRP,254,EUR,47500,Croatia , Rab Marina 
47500,Bowrider,Regal power boats,"Used boat,Unleaded",2009,8.5,2.3,GRP,320,EUR,47500,Netherlands, Limburg 
47383,Center console boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,70,EUR,47383,Germany, LÃ¼becker Bucht 
47383,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,146,EUR,47383,Germany, Bleckede
46900,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.4,5.45,GRP,119,EUR,46900,Germany, Bayern 
46900,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,97,EUR,46900,Germany, Bayern 
46900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,80,EUR,46900,France," MARTIGUES, France"
46900,Sport Boat,Bayliner power boats,Used boat,2003,9,3,GRP,218,EUR,46900,Netherlands, In verkoophaven
42700,Deck Boat,Jeanneau power boats,new boat from stock,2020,6.58,2.46,PVC,42,Â£ ,42700,United Kingdom ," Burton Waters, Burton Waters"
46800,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,9.1,2.83,GRP,535,EUR,46800,Switzerland, Locarno 
46800,Motor Yacht,Nidelv power boats,Used boat,1997,9.1,3.05,GRP,261,EUR,46800,Netherlands, In verkoophaven
46800,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.1,2.7,GRP,281,EUR,46800,Switzerland, Lake Geneva 
50390,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.99,2.21,GRP,215,CHF,50893.9,Switzerland, Lake Constance 
50390,Bowrider,Sea Ray power boats,new boat from stock,2020,5.99,2.21,GRP,247,CHF,50893.9,Switzerland, Lake Constance 
46500,Trawler,Valkkruiser power boats,Used boat,1982,12,3.8,Steel,92,EUR,46500,Netherlands, In verkoophaven
46500,Deck Boat,Sessa power boats,"Used boat,Unleaded",2010,7.8,2.64,GRP,109,EUR,46500,France, CÃ´te d'Azur 
46500,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,37,EUR,46500,Germany, Bayern 
49800,Pilothouse,Starfisher power boats,"Used boat,Unleaded",2013,7.9,2.86,GRP,180,CHF,50298,Switzerland, Bielersee 
46407,Launch,Antaris power boats,"new boat from stock,Diesel",2020,5.9,2.5,GRP,74,EUR,46407,Germany, Potsdam 
50140,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,222,CHF,50641.4,Switzerland, Neuenburgersee 
46260,Pilothouse,AluForce power boats,new boat from stock,2020,7.1,2.45,Aluminium,162,EUR,46260,Germany, auf Anfrage
50000,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,5.1,2.04,Wood,149,CHF,50500,Switzerland, Thunersee 
49995,Bowrider,Flying Shark power boats,"new boat from stock,Unleaded",2020,5.7,2.05,GRP,267,CHF,50494.95,Switzerland, VierwaldstÃ¤ttersee 
49990,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,158,CHF,50489.9,Switzerland, Bouveret 
46000,"Sport Boat,Wakeboard/Wakesurf",Malibu power boats,"Used boat,Unleaded",2014,6.4,2.52,Carbon Fiber,314,EUR,46000,Poland, WARSZAWA
46000,Sport Boat,Stingray power boats,"Used boat,Unleaded",2012,7.6,2.6,GRP,1019,EUR,46000,Germany, Lake Constance 
45999,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.23,2.55,GRP,51,EUR,45999,Germany, Kieler Bucht mit Fehmarn 
45990,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.6,2.53,GRP,223,EUR,45990,Germany, Bayern 
45990,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2020,5.7,2.5,PVC,62,EUR,45990,France," Chalon-sur-SaÃ´ne, France"
45900,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6,2.34,GRP,51,EUR,45900,Germany, Bayern 
45900,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.86,2.48,PVC,95,EUR,45900,France," LA GRANDE MOTTE, France"
45900,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.8,2.5,PVC,91,EUR,45900,France," st cyprien, France"
45900,Center console boat,BÃ©nÃ©teau power boats,Used boat,2019,6.8,2.5,PVC,100,EUR,45900,France," st cyprien, France"
45900,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,6.96,2.66,PVC,113,EUR,45900,France," LECCI, LECCI"
49500,Trawler,Tjeukemer power boats,"Used boat,Diesel",1976,10.9,3.45,Steel,179,CHF,49995,Switzerland, Rhein 
49500,"Classic,Sport Boat",Walser power boats,"Used boat,Unleaded",1967,5.6,2.05,GRP,174,CHF,49995,Switzerland, Lake Constance 
49500,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.3,Aluminium,112,CHF,49995,Switzerland, Lake of Zurich 
49500,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.05,Aluminium,51,CHF,49995,Switzerland, Lake of Zurich 
49390,Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,173,CHF,49883.9,Switzerland, Neuenburgersee 
45553,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,5.95,2.3,GRP,859,EUR,45553,Switzerland, Lake Constance 
45500,Motor Yacht,Smelne power boats,"Used boat,Diesel",1988,10,3.45,Steel,191,EUR,45500,Germany, Rostock
45500,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,79,EUR,45500,Germany," Boote Pfister GmbH, Schwebheim / Schweinfurt"
45500,Bowrider,Wellcraft power boats,"new boat from stock,Unleaded",2015,6.4,2.59,PVC,31,EUR,45500,France," Arzon, Arzon"
41435,Sport Boat,Jeanneau power boats,new boat from stock,2020,6.38,2.44,PVC,43,Â£ ,41435,United Kingdom ," Lincoln, Lincoln"
49000,Pilothouse,Chaparral power boats,"Used boat,Unleaded",1993,9.73,2.97,GRP,365,CHF,49490,Switzerland, Lake Constance 
49000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,7.23,2.78,GRP,419,CHF,49490,Switzerland, Lake Geneva 
49000,Sport Boat,Scarani power boats,"Used boat,Unleaded",2008,7.46,2.55,GRP,246,CHF,49490,Switzerland, Lago Maggiore 
49000,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1992,9.6,3.05,GRP,370,CHF,49490,Switzerland, Stein am Rhein
49000,Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2009,6.6,2.54,GRP,883,CHF,49490,Switzerland, Lake of Zurich 
49000,Center console boat,Ganz Boats power boats,"Display Model,Electric",2020,5.8,2.03,GRP,254,CHF,49490,Switzerland, Lake of Zurich 
45000,Deck Boat,Faeton power boats,"Used boat,Unleaded",2007,7.49,2.79,GRP,55,EUR,45000,Italy, Liguria 
45000,Sport Boat,Formula power boats,"Used boat,Unleaded",1995,9.87,2.51,GRP,109,EUR,45000,Italy, Veneto 
45000,Sport Boat,Gobbi power boats,"Used boat,Diesel",1983,9.44,3.52,GRP,110,EUR,45000,Italy, Sardegna 
45000,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,8.1,2.6,GRP,210,EUR,45000,Croatia , Rovinj
45000,Flybridge,Guy Couach power boats,"Used boat,Diesel",1996,10.6,3.7,PVC,80,EUR,45000,France," Cavalaire, Cavalaire"
45000,Cabin Boat,Nidelv power boats,"Used boat,Diesel",2006,7.91,2.75,PVC,144,EUR,45000,Croatia ," SIBENIK, Croatie"
45000,Trawler,Nicols power boats,"Used boat,Diesel",1996,8.85,3.4,PVC,104,EUR,45000,France," TREBES, France"
45000,Motor Yacht,Riva power boats,"Used boat,Unleaded",1978,9.58,2.72,GRP,163,EUR,45000,Spain, Mallorca 
45000,Motor Yacht,Gobbi power boats,"Used boat,Unleaded",1992,9.6,3,GRP,73,EUR,45000,Italy, Mar Tirreno
45000,Motor Yacht,Symbol Yachts power boats,"Used boat,Diesel",1983,11.66,4.17,GRP,134,EUR,45000,Croatia , Adria
45000,Trawler,Gruno power boats,"Used boat,Diesel",1985,10,3,Steel,130,EUR,45000,Croatia , Kvarner
45000,Motor Yacht,Chris Craft power boats,"Used boat,Diesel",1991,9.3,3.3,GRP,151,EUR,45000,Croatia , INFO DD-YACHTING
45000,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1999,8,2.85,GRP,124,EUR,45000,Croatia , INFO DD-YACHTING
45000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,8.74,2.59,GRP,169,EUR,45000,Germany, INFO DD-YACHTING
45000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2002,9.18,3.1,PVC,91,EUR,45000,France," GRANVILLE, France"
45000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",1999,9.15,3.11,PVC,87,EUR,45000,France," Mandelieu La Napoule, France"
45000,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.1,2.5,PVC,54,EUR,45000,France," Marseille, France"
45000,Sport Boat,Sea Ray power boats,"Used boat,Diesel",1992,12.49,4.01,PVC,93,EUR,45000,Spain," Huelva, Espagne"
45000,Flybridge,De Groot power boats,"Used boat,Unleaded",1972,13.74,3.63,Steel,91,EUR,45000,Germany, Koblenz
45000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2008,7.44,2.94,GRP,75,EUR,45000,Italy, Mar Tirreno
45000,Sport Boat,Boston Whaler power boats,Used boat,1998,9.3,3.6,GRP,60,EUR,45000,Italy, Campania 
45000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",1989,10.49,3.6,PVC,107,EUR,45000,France," Le Minihic-sur-Rance, Le Minihic-sur-Rance"
45000,Center console boat,Capelli power boats,"Used boat,Unleaded",2008,8.1,2.6,GRP,44,EUR,45000,Croatia , Mare Adriatico
45000,"Classic,Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",1961,5.6,2,Wood,237,EUR,45000,Germany, DieÃen am Ammersee
45000,Sport Boat,Boesch power boats,Used boat,1980,5.9,2.6,Wood,154,EUR,45000,Austria, WÃ¶rthersee 
45000,"Cabin Boat,Motor Yacht,Sport Boat",Four Winns power boats,"Used boat,Unleaded",2003,8.7,2.6,Plastic,381,EUR,45000,Netherlands, Gelderland 
45000,Cabin Boat,Yachtwerft Berlin power boats,"Used boat,Diesel",1912,15,3.5,Steel,444,EUR,45000,Germany, Brandenburg 
45000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2013,7,2,GRP,168,EUR,45000,Croatia , Dalmatia
45000,"Center console boat,Fishing Boat,Sport Boat",Boston Whaler power boats,"Used boat,Unleaded",1987,7.52,2.44,GRP,208,EUR,45000,Italy, Liguria 
45000,"Fishing Boat,Flybridge,Trawler",BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.25,3.1,GRP,389,EUR,45000,Italy, Abruzzo - Molise 
45000,Motor Yacht,Maxum power boats,"Used boat,Unleaded",2008,7.49,2.55,Plastic,341,EUR,45000,Belgium , Izegem
45000,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2001,9.85,3.3,GRP,294,EUR,45000,Spain, CastellÃ³n
44999,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,7.88,2.55,GRP,316,EUR,44999,Germany, Kieler Bucht mit Fehmarn 
